Harry,would mark,Voldemort opponent eventually one would kill
Harry,have,superior
Harry,erase,Hermione Granger
school,be,egg shrieks
Harry,admit,Harry fortune
Goblet Fire,have,Crouch gone
Triwizard Tournament,have,Dumbledore
Azkaban prison,have,Dumbledore
Harry,be,Voldemort defeat
