Harry,be,ambushed
Goblet Fire,have,dinner party
Black,have,Slughorn
Pettigrew,have,Ron
Harry wand,be,dog
locket return Hogwarts,learn,Dumbledore
Voldemort,be,Harry body
Death Eaters,be,school
Hermione,be,Hermione Granger
Umbridge,old,Harry
Harry,be,best friend
face,have,students
Harry,be transports,graveyard
Lucius Malfoy,take,Harry
